sampled_count,nominal_rho,nominal_gain_ratio,unstable_frac,near_unit_frac,rho_p50,rho_p90,rho_p95,rho_max,gain_ratio_p50,gain_ratio_p90,gain_ratio_p95,gain_ratio_max,worst_rho_coordinate,worst_gain_coordinate,method
2000,0.9463938934543132,0.0,0.0,0.008,0.8333623954055492,0.9615393581508808,0.9751754352882293,0.9998810506196338,0.5518205749149173,0.6872981599758538,0.7135104230719163,0.7716234475437267,A_block_1,A_block_2,structured_matrix
