variant,style,window,bc_weight_mean,policy_nominal_distance_mean,actor_target_distance_mean,multiplier_distance_mean,action_saturation_mean,fallback_steps,A_block_1,A_block_2,A_block_3,A_off,B_col_1,B_col_2
"BC-only, 0.1/10",bc_only,11-20,0.01932546995617896,1.8262221815375264,1.8789610384699589,0.6820133202563502,0.7537916666666667,0,0.9048686074316244,0.8347189778302453,0.8815705433866793,0.8360025000719139,1.1838887455036942,0.8087565303443445
"BC-only, 0.1/10",bc_only,21-40,0.0,1.9707346750185692,1.979849934577942,0.6564925128993788,0.6737291666666666,0,0.8813260137176359,0.8539894773523866,0.8854534596011124,0.8632687638053548,1.2653477045936825,0.9002895168606034
"BC-only, 0.1/10",bc_only,101-200,0.0,2.044154812560601,,0.6552646296056757,0.50075,0,0.8754514431247988,0.8136507663543392,0.8821831600870063,0.857507916613077,0.9903016714304529,0.8433899910735491
"Stronger uniform BC, 0.6/25",strong_uniform,11-20,0.2571028626386599,1.7974586391965335,1.8705789022921777,0.6706700562938056,0.7276666666666667,0,0.9287109368244675,0.8658897460676208,0.8183150362814938,0.8670143967085434,0.9518910596382241,0.9958102066990161
"Stronger uniform BC, 0.6/25",strong_uniform,21-40,0.016372332669289943,1.9437954807595264,2.0468081209663946,0.6321207720974471,0.6210625,0,0.9599091759708751,0.8866273819087588,0.8230559567684532,0.8671830261063811,1.003302542721319,1.0208933364569726
"Stronger uniform BC, 0.6/25",strong_uniform,101-200,0.0,1.9957130461256831,,0.642328288723617,0.4350375,0,0.8105111608646933,0.8781254828134488,0.8014982689545378,0.8727068298651895,1.0968237345066167,1.0419147108904567
"Weighted BC, Step 4E",weighted,11-20,0.2571028626386599,1.6622712932484662,1.7472791351921992,0.6617059241806781,0.696625,0,0.868732682658273,0.8219238151563492,0.9344688780289099,0.865566102551201,0.9175017575878959,1.0594025324852832
"Weighted BC, Step 4E",weighted,21-40,0.016372332669289943,1.9031715930298883,1.9934109882640156,0.6635493637182692,0.5951770833333333,0,0.8746472201791782,0.7497636252918661,0.9555987008479964,0.8482882557424906,0.8573022365291348,1.0834496631694899
"Weighted BC, Step 4E",weighted,101-200,0.0,1.9144318536337388,,0.6293190862334179,0.43775,0,0.9215744074421455,0.8861882439843254,0.8222616994522793,0.8064170824915721,0.9325451505504269,0.9827257898027594
