family,window,bc_weight_mean,policy_nominal_distance_mean,actor_target_distance_mean,multiplier_distance_mean,action_saturation_mean,mean_alpha,mean_B_col_1,mean_B_col_2,mean_A_block_1,mean_A_block_2,mean_A_block_3,mean_A_off
Scalar matrix,11-20,0.01932546995617896,1.0685770947452362,1.131110321047984,0.5255577064899832,0.139125,0.8426673151798785,0.9638006681049568,0.9481208264247638,,,,
Scalar matrix,21-40,0.0,1.1137820018282139,1.100243330001831,0.4683141210278965,0.07452083333333331,0.897136434540273,0.9561304923871529,0.9939227423329019,,,,
Scalar matrix,101-200,0.0,1.2095922864425357,nan,0.3649041719080863,0.037821969696969694,0.9502630141647361,1.0140717862503368,1.058017191070696,,,,
Structured matrix,11-20,0.01932546995617896,1.8262221815375264,1.8788997403991439,0.6820133202563502,0.7537916666666667,,1.1838887455036673,0.8087565303443031,0.9048686074316417,0.8347189778302434,0.8815705433866947,0.8360025000719189
Structured matrix,21-40,0.0,1.9707346750185697,1.979849934577942,0.6564925128993788,0.6737291666666667,,1.2653477045939687,0.9002895168606123,0.8813260137176403,0.8539894773523828,0.8854534596011104,0.8632687638053469
Structured matrix,101-200,0.0,2.044154812560601,nan,0.6552646296056757,0.50075,,0.9903016714303209,0.8433899910735135,0.8754514431247532,0.8136507663543374,0.8821831600869703,0.8575079166130526
