Reflux Flow,Reboiler Duty,Tray 24 Ethane Comp.,Tray 85 Temp.
360000.0,110.0,0.0007067629137895027,-25.3858949537721
360000.0,110.0,0.000706738728770022,-25.385927990309916
360000.0,110.0,0.0007067146682337241,-25.385958133759985
360000.0,110.0,0.0007066913871623097,-25.385985041862895
360000.0,110.0,0.0007066694338305982,-25.38600840287925
360000.0,110.0,0.0007066492215862552,-25.38602818913484
360000.0,110.0,0.0007066310136665505,-25.386044445350745
360000.0,110.0,0.0007066150287574366,-25.386057238336903
360000.0,110.0,0.0007066013539792601,-25.386066780734986
360000.0,110.0,0.0007065899706646133,-25.386073371608358
360000.0,110.0,0.0007065808610889095,-25.386077265047433
360000.0,110.0,0.0007065739054148721,-25.386078802495202
360000.0,110.0,0.0007065689230369551,-25.38607835223967
360000.0,110.0,0.0007065657605222779,-25.386076225508234
360000.0,110.0,0.0007065642029420779,-25.386072765572926
360000.0,110.0,0.0007065640137797984,-25.386068302617442
360000.0,110.0,0.0007065649930925876,-25.386063115037636
360000.0,110.0,0.0007065669161412266,-25.386057474237894
360000.0,110.0,0.0007065695640187638,-25.386051618032557
360000.0,110.0,0.0007065727521022716,-25.38604574652565
360000.0,110.0,0.0007065762976548233,-25.38604003153432
360000.0,110.0,0.0007065800385324016,-25.38603460646203
360000.0,110.0,0.0007065838382583346,-25.386029583226453
360000.0,110.0,0.0007065875774188311,-25.386025039034443
360000.0,110.0,0.0007065911614301185,-25.386021018029286
360000.0,110.0,0.0007065945108986435,-25.386017556899024
360000.0,110.0,0.0007065975687288885,-25.386014661242502
360000.0,110.0,0.000706600299851991,-25.386012313744303
360000.0,110.0,0.0007066026750498526,-25.386010499401507
360000.0,110.0,0.0007066046857228022,-25.386009180839444
360000.0,110.0,0.0007066063389815531,-25.386008308558715
360000.0,110.0,0.0007066076410943349,-25.38600784058186
360000.0,110.0,0.0007066086135886375,-25.38600772239778
360000.0,110.0,0.0007066092866775235,-25.38600789624321
360000.0,110.0,0.0007066096860054027,-25.3860083133175
360000.0,110.0,0.0007066098461066908,-25.38600892069039
360000.0,110.0,0.0007066098042568046,-25.386009668046885
360000.0,110.0,0.0007066095919584164,-25.386010512971904
360000.0,110.0,0.0007066092439996982,-25.386011414701425
360000.0,110.0,0.00070660879385811,-25.38601233795555
360000.0,110.0,0.0007066082697625839,-25.386013253054536
360000.0,110.0,0.0007066076992579355,-25.386014134995275
360000.0,110.0,0.0007066071064939494,-25.386014964764797
360000.0,110.0,0.0007066065118730534,-25.38601572571283
360000.0,110.0,0.0007066059351246931,-25.386016400551824
360000.0,110.0,0.0007066053858190332,-25.38601699977778
360000.0,110.0,0.0007066048763930414,-25.386017510712538
360000.0,110.0,0.0007066044150913028,-25.38601793335737
360000.0,110.0,0.0007066040065620492,-25.386018271244396
360000.0,110.0,0.0007066036546216149,-25.386018527400235
360000.0,110.0,0.0007066033599063241,-25.386018708186228
360000.0,110.0,0.0007066031207146168,-25.386018821679734
360000.0,110.0,0.0007066029355688057,-25.38601887472645
360000.0,110.0,0.0007066028007142675,-25.386018875965593
360000.0,110.0,0.0007066027111614933,-25.386018834409736
360000.0,110.0,0.000706602662678429,-25.386018757670293
360000.0,110.0,0.0007066026497539228,-25.38601865387807
360000.0,110.0,0.0007066026665418564,-25.386018530676104
360000.0,110.0,0.0007066027081033962,-25.386018394505673
360000.0,110.0,0.0007066027690733646,-25.38601825147318
360000.0,110.0,0.0007066028443476565,-25.386018106800005
360000.0,110.0,0.0007066029296234494,-25.38601796487653
360000.0,110.0,0.0007066030207606772,-25.38601782933095
360000.0,110.0,0.0007066031141725567,-25.38601770286142
360000.0,110.0,0.0007066032068416685,-25.38601758772945
360000.0,110.0,0.0007066032962222533,-25.38601748534591
360000.0,110.0,0.0007066033803747692,-25.386017396364174
360000.0,110.0,0.0007066034576726709,-25.38601732132283
360000.0,110.0,0.0007066035270414324,-25.386017260039026
360000.0,110.0,0.00070660358791433,-25.3860172118349
360000.0,110.0,0.000706603639822303,-25.386017176128284
360000.0,110.0,0.0007066036827777289,-25.38601715184559
360000.0,110.0,0.0007066037171357,-25.38601713767522
360000.0,110.0,0.0007066037432017996,-25.38601713250604
360000.0,110.0,0.0007066037616196161,-25.38601713497285
360000.0,110.0,0.0007066037732067532,-25.386017143672433
360000.0,110.0,0.000706603778656135,-25.386017157420753
360000.0,110.0,0.0007066037788433438,-25.386017174972213
360000.0,110.0,0.0007066037746817239,-25.38601719516905
360000.0,110.0,0.0007066037669434719,-25.386017217035274
360000.0,110.0,0.0007066037564528361,-25.386017239660678
360000.0,110.0,0.0007066037439857498,-25.38601726227573
360000.0,110.0,0.0007066037301957975,-25.386017284234512
360000.0,110.0,0.0007066037157028469,-25.386017305014466
360000.0,110.0,0.0007066037010374018,-25.3860173242369
360000.0,110.0,0.0007066036866454611,-25.386017341584946
360000.0,110.0,0.0007066036728959283,-25.38601735687346
360000.0,110.0,0.0007066036600633996,-25.386017370032242
360000.0,110.0,0.0007066036483775365,-25.38601738100453
360000.0,110.0,0.0007066036379826091,-25.38601738984124
360000.0,110.0,0.0007066036289454096,-25.386017396666876
360000.0,110.0,0.0007066036213210233,-25.38601740158802
360000.0,110.0,0.0007066036150916095,-25.386017404782773
