label,episode2_reward,output1_mae,output2_mae,mean_pole,max_pole
p00_old_aggressive_reference,18.119167952120023,0.0028155292902734,0.010517436011953,0.09237142857142856,0.4104
q01_uniform_fast_minus_04,14.176388708539143,0.0024348496595496,0.0156942063994221,0.31,0.46
q11_front_faster_b,12.920020930880922,0.0024826368910444,0.0170505048981734,0.31428571428571433,0.55
q10_front_faster_a,12.442717616864051,0.0025169016228706,0.0173926078303494,0.32142857142857145,0.55
q06_tail_faster,12.057423188087403,0.0025709010623361,0.0170722958115144,0.3285714285714286,0.45
q03_uniform_fast_center,8.768545378329428,0.0028130169161109,0.0197069478621097,0.35000000000000003,0.5
q08_tail_slower,-134.34982180291064,0.0305014436026617,0.1171033109064884,0.40714285714285714,0.75
q09_tail_slowest,-1058.4609703022602,0.0757387995929966,0.2069263527456181,0.45,0.9
