A_model_delta_ratio_mean_test,B_model_delta_ratio_mean_test,action_saturation_mean_test,alpha_max_test,alpha_mean_test,alpha_p95_test,base_state_norm_mode,candidate_valid_frac,condition_median,condition_p95,delta1_mean_test,delta1_p95_test,delta2_mean_test,delta2_p95_test,derived_spectral_max_test,derived_spectral_mean_test,derived_spectral_p95_test,deviation_gt_0p1_frac_low_tracking_test,deviation_mean_high_tracking_test,deviation_mean_low_tracking_test,disturbance_consistent,family,gate_mean_test,gated_deviation_mean_test,label,low_tracking_frac_test,mapped_multiplier_abs_mean_test,mapped_multiplier_abs_p95_test,mismatch_feature_transform_mode,near_bound_mean_test,observer_update_alignment,prediction_fallback_frac_test,range_profile,residual_ratio_median,residual_ratio_p95,reward_best,reward_bonus_out1,reward_bonus_out2,reward_final10_mean,reward_gate_mean_test,reward_last,reward_linear_out1,reward_linear_out2,reward_move_in1,reward_move_in2,reward_quad_out1,reward_quad_out2,reward_recover_episode,reward_test,reward_trough,reward_trough_episode,run_id,run_mode,run_path,scaled_mae_out1,scaled_mae_out2,spectral_max_test,spectral_mean_test,spectral_p95_test,state_mode,tail_phys_mae_mean,test_phys_mae_mean,test_phys_mae_out1,test_phys_mae_out2,test_scaled_mae_out1,test_scaled_mae_out2,test_u_move,tracking_raw_p25_test,tracking_raw_p75_test,u_move_test,update_family,update_success_frac,variant,weighted_quad_out1,weighted_quad_out2
0.11321665611471268,0.21463261446361998,,1.0566,0.9141110647237686,1.0565981009876726,running_zscore_physical_xhat,nan,nan,nan,0.8473405691661173,1.249999925494194,1.138695129921689,1.2498706556856631,0.9999597878238273,0.865109129593595,0.9999579906101572,1.0,0.14349408121076584,0.15060177250980405,True,matrix,0.40538332572894725,0.05836014987355949,Matrix latest capped rerun,0.29625,,,signed_log,,legacy_previous_measurement,,n/a,nan,nan,-3.3664894050756153,0.027441778275682435,0.015547595811493339,-3.594760218374509,0.5233702177678687,-3.584422937233923,0.05674216245353165,0.028648120288123677,0.00042576678163132493,0.012599725027249329,3.1260434136321518,0.40295312313841086,168,-3.584422937233923,-5.705851987134469,21,matrix_new_cap,disturb,Polymer/Results/td3_multipliers_disturb/20260421_174016/input_data.pkl,0.22663949273871306,0.3030578339143539,,,,mismatch,0.14910690798141576,0.1486608391628829,0.052985114047215856,0.2443365642785499,0.22663949273871353,0.30305783391435415,0.030222496155265746,0.27235158532857895,12.518664121627808,0.030222496155265746,n/a,nan,latest_cap,312.60434136321516,40.29531231384109
0.17482198362300772,0.18933925279544256,0.20875,,,,running_zscore_physical_xhat,nan,nan,nan,,,,,,,,1.0,0.17616344514111584,0.20607650158359042,True,structured,0.7033042155187537,0.12404652420888716,Structured latest rerun,0.02,0.9754045255277227,1.249787523597479,signed_log,0.3647916666666666,legacy_previous_measurement,0.0,wide,nan,nan,-3.3664894050756153,0.000483600649634212,0.0051314264316614,-4.6748339232844405,0.3183373015347306,-4.254896826426859,0.09105246197491404,0.048581661370560386,0.008448005439693054,0.04358186622190727,3.4308287503674344,0.6380191081336531,69,-4.254896826426859,-3725.4304302260593,14,structured_new_cap,disturb,Polymer/Results/td3_structured_matrices_disturb/20260421_174057/input_data.pkl,0.3601353028858915,0.5129431596364767,1.1829923668178914,0.9459007859664655,1.1597877833687882,mismatch,0.31462176569817474,0.245381081658305,0.0825490826584962,0.4082130806581138,0.3601353028858916,0.5129431596364767,0.06786964605133582,2.3050625324249268,30.132771492004395,0.06786964605133582,block,nan,latest_cap,343.0828750367434,63.80191081336532
